dataset,task,variant,seed,model,split,n_train,n_val,n_features,feature_budget,dmax,uses_afd,uses_ambiguity,uses_dmax2,uses_supervised_ranker,is_fdhg_fallback,accuracy,roc_auc,average_precision,log_loss,runtime_sec,feature_path,result_path,status,failure_reason
rel-avito,user-visits,dfs,41,tabpfn,val,,,13,,1,False,True,False,False,False,0.9025,0.7130421194687122,0.9565681501308507,0.3085250780377309,,,results/phase2_relbench_more/rel-avito_user-visits_fdhg/dfs_agg_rel-avito_user-visits_tabpfn_seed41.json,ok,
rel-avito,user-visits,naive,41,tabpfn,val,,,8,,,False,False,False,False,False,0.9025,0.6395184317067975,0.9329848159215697,0.31446940464789525,,,results/phase2_relbench_explicit_fixed/rel-avito_user-visits_naive/dfs_agg_rel-avito_user-visits_tabpfn_seed41.json,ok,
rel-avito,user-visits,naive,41,tabpfn,val,,,8,,,False,False,False,False,False,0.9025,0.640541231621564,0.9327364226577388,0.3148300546163864,,,results/phase2_relbench_more/rel-avito_user-visits_naive/dfs_agg_rel-avito_user-visits_tabpfn_seed41.json,ok,
rel-avito,user-visits,target_only,41,tabpfn,val,,,4,,,False,False,False,False,False,0.9065,0.5401806914411956,0.9168271438347395,0.31374595440007075,,,results/week1/target_only_rel-avito_user-visits_tabpfn_seed41.json,ok,
rel-event,user-attendance,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,,,,,,,results/week1/target_only_rel-event_user-attendance_tabpfn_seed41.json,failed,
rel-event,user-ignore,dfs,41,tabpfn,val,,,15,,1,False,False,False,False,False,0.924,0.8835418186039352,0.6344844971535823,0.2169913130056204,,,results/phase2_relbench_explicit_fixed/rel-event_user-ignore_dfs/dfs_agg_rel-event_user-ignore_tabpfn_seed41.json,ok,
rel-event,user-ignore,dfs,41,tabpfn,val,,,15,,1,False,True,False,False,False,0.924,0.8835418186039352,0.6344844971535823,0.2169913130056204,,,results/phase2_relbench_explicit_fixed/rel-event_user-ignore_fdhg/dfs_agg_rel-event_user-ignore_tabpfn_seed41.json,ok,
rel-event,user-ignore,dfs,41,tabpfn,val,,,15,,1,False,False,False,False,False,0.924,0.8835418186039352,0.6344844971535823,0.2169913130056204,,,results/phase2_relbench_rel_event/rel-event_user-ignore_dfs/dfs_agg_rel-event_user-ignore_tabpfn_seed41.json,ok,
rel-event,user-ignore,dfs,41,tabpfn,val,,,15,,1,False,True,False,False,False,0.924,0.8835418186039352,0.6344844971535823,0.2169913130056204,,,results/phase2_relbench_rel_event/rel-event_user-ignore_fdhg/dfs_agg_rel-event_user-ignore_tabpfn_seed41.json,ok,
rel-event,user-ignore,naive,41,tabpfn,val,,,10,,,False,False,False,False,False,0.925,0.8809589901860091,0.6526896188601606,0.21618604876288958,,,results/phase2_relbench_explicit_fixed/rel-event_user-ignore_naive/dfs_agg_rel-event_user-ignore_tabpfn_seed41.json,ok,
rel-event,user-ignore,naive,41,tabpfn,val,,,10,,,False,False,False,False,False,0.925,0.8809589901860091,0.6526896188601606,0.21618604876288958,,,results/phase2_relbench_rel_event/rel-event_user-ignore_naive/dfs_agg_rel-event_user-ignore_tabpfn_seed41.json,ok,
rel-event,user-ignore,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,0.9285,0.8915935139079672,0.6687328563967875,0.19912387988215938,,,results/week1/target_only_rel-event_user-ignore_tabpfn_seed41.json,ok,
rel-event,user-repeat,dfs,41,tabpfn,val,,,15,,1,False,False,False,False,False,0.664179104477612,0.736845039018952,0.7319375167386393,0.6264768259600388,,,results/phase2_relbench_explicit_fixed/rel-event_user-repeat_dfs/dfs_agg_rel-event_user-repeat_tabpfn_seed41.json,ok,
rel-event,user-repeat,dfs,41,tabpfn,val,,,15,,1,False,True,False,False,False,0.664179104477612,0.736845039018952,0.7319375167386393,0.6264768259600388,,,results/phase2_relbench_explicit_fixed/rel-event_user-repeat_fdhg/dfs_agg_rel-event_user-repeat_tabpfn_seed41.json,ok,
rel-event,user-repeat,dfs,41,tabpfn,val,,,15,,1,False,False,False,False,False,0.664179104477612,0.736845039018952,0.7319375167386393,0.6264768259600388,,,results/phase2_relbench_rel_event/phase2_main_runs.csv,ok,
rel-event,user-repeat,dfs,41,tabpfn,val,,,15,,1,False,False,False,False,False,0.664179104477612,0.736845039018952,0.7319375167386393,0.6264768259600388,,,results/phase2_relbench_rel_event/rel-event_user-repeat_dfs/dfs_agg_rel-event_user-repeat_tabpfn_seed41.json,ok,
rel-event,user-repeat,dfs,41,tabpfn,val,,,15,,1,False,True,False,False,False,0.664179104477612,0.736845039018952,0.7319375167386393,0.6264768259600388,,,results/phase2_relbench_rel_event/rel-event_user-repeat_fdhg/dfs_agg_rel-event_user-repeat_tabpfn_seed41.json,ok,
rel-event,user-repeat,fdhg_dmax1,41,tabpfn,val,,,15,,1,True,True,False,False,False,0.664179104477612,0.736845039018952,0.7319375167386393,0.6264768259600388,,,results/phase2_relbench_rel_event/phase2_main_runs.csv,ok,
rel-event,user-repeat,naive,41,tabpfn,val,,,10,,,False,False,False,False,False,0.6529850746268657,0.7384057971014493,0.7357792783783743,0.6261220105793169,,,results/phase2_relbench_explicit_fixed/rel-event_user-repeat_naive/dfs_agg_rel-event_user-repeat_tabpfn_seed41.json,ok,
rel-event,user-repeat,naive,41,tabpfn,val,,,10,,,False,False,False,False,False,0.6529850746268657,0.7384057971014493,0.7357792783783743,0.6261220105793169,,,results/phase2_relbench_rel_event/phase2_main_runs.csv,ok,
rel-event,user-repeat,naive,41,tabpfn,val,,,10,,,False,False,False,False,False,0.6529850746268657,0.7384057971014493,0.7357792783783743,0.6261220105793169,,,results/phase2_relbench_rel_event/rel-event_user-repeat_naive/dfs_agg_rel-event_user-repeat_tabpfn_seed41.json,ok,
rel-event,user-repeat,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,0.6604477611940298,0.735897435897436,0.724945404768059,0.6182929879174557,,,results/phase2_relbench_rel_event/phase2_main_runs.csv,ok,
rel-event,user-repeat,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,0.6604477611940298,0.735897435897436,0.724945404768059,0.6182929879174557,,,results/week1/target_only_rel-event_user-repeat_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,dfs,41,tabpfn,val,,,15,,1,False,False,False,False,False,0.666077738515901,0.6164353741496599,0.8489365514355056,0.5557652886759333,,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,dfs,41,tabpfn,val,,,23,,1,False,True,False,False,False,0.6908127208480566,0.626938775510204,0.8519200201087274,0.555026548964891,,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,dfs,42,tabpfn,val,,,15,,1,False,False,False,False,False,0.6996466431095406,0.6330340136054422,0.855340721425342,0.5598069404913275,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,dfs,42,tabpfn,val,,,15,,1,False,False,False,False,False,0.6996466431095406,0.6330340136054422,0.855340721425342,0.5598069404913275,,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,dfs,42,tabpfn,val,,,23,,1,False,True,False,False,False,0.7014134275618374,0.6368616780045352,0.8569969462474671,0.5610040331455656,,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,dfs,43,tabpfn,val,,,15,,1,False,False,False,False,False,0.6537102473498233,0.583891156462585,0.8433473513268916,0.5924305084757328,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,dfs,43,tabpfn,val,,,15,,1,False,False,False,False,False,0.6537102473498233,0.583891156462585,0.8433473513268916,0.5924305084757328,,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,dfs,43,tabpfn,val,,,23,,1,False,True,False,False,False,0.666077738515901,0.5983492063492064,0.8487575610530114,0.5892269638969266,,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,dfs,44,tabpfn,val,,,15,,1,False,False,False,False,False,0.6431095406360424,0.6101043083900227,0.84353411042668,0.5810019528853614,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,dfs,44,tabpfn,val,,,15,,1,False,False,False,False,False,0.6431095406360424,0.6101043083900227,0.84353411042668,0.5810019528853614,,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,dfs,44,tabpfn,val,,,23,,1,False,True,False,False,False,0.7084805653710248,0.6334331065759637,0.850097581927789,0.5635997105729592,,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,dfs_plus_last,41,tabpfn,val,,,22,,1,False,False,False,False,False,0.803886925795053,0.8136054421768708,0.9380868427108358,0.4148087463297341,,,results/phase2_temporal/rel-f1_driver-dnf/dfs_plus_last/dfs_plus_last_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,dfs_plus_last,42,tabpfn,val,,,22,,1,False,False,False,False,False,0.8003533568904594,0.8009977324263038,0.9316414906563151,0.42701777849516326,,,results/phase2_temporal/rel-f1_driver-dnf/dfs_plus_last/dfs_plus_last_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,dfs_plus_last,43,tabpfn,val,,,22,,1,False,False,False,False,False,0.8056537102473498,0.8064761904761906,0.9341068537066359,0.422768459974632,,,results/phase2_temporal/rel-f1_driver-dnf/dfs_plus_last/dfs_plus_last_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,dfs_plus_last,44,tabpfn,val,,,22,,1,False,False,False,False,False,0.8091872791519434,0.8097233560090704,0.9365694415700841,0.42029167914446336,,,results/phase2_temporal/rel-f1_driver-dnf/dfs_plus_last/dfs_plus_last_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,fdhg_dmax1,42,tabpfn,val,,,23,,1,True,True,False,False,False,0.7014134275618374,0.6368616780045352,0.8569969462474671,0.5610040331455656,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,fdhg_dmax1,43,tabpfn,val,,,23,,1,True,True,False,False,False,0.666077738515901,0.5983492063492064,0.8487575610530114,0.5892269638969266,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,fdhg_dmax1,44,tabpfn,val,,,23,,1,True,True,False,False,False,0.7084805653710248,0.6334331065759637,0.850097581927789,0.5635997105729592,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,fdhg_plus_last,41,tabpfn,val,,,30,,1,True,True,False,False,False,0.803886925795053,0.8026122448979591,0.9295784281459026,0.42628200985856435,,,results/phase2_temporal/rel-f1_driver-dnf/fdhg_plus_last/fdhg_plus_last_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,fdhg_plus_last,42,tabpfn,val,,,30,,1,True,True,False,False,False,0.8109540636042403,0.7931065759637187,0.9230354007701826,0.4365814153899043,,,results/phase2_temporal/rel-f1_driver-dnf/fdhg_plus_last/fdhg_plus_last_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,fdhg_plus_last,43,tabpfn,val,,,30,,1,True,True,False,False,False,0.7950530035335689,0.7988571428571428,0.9282594817266729,0.4343933636751888,,,results/phase2_temporal/rel-f1_driver-dnf/fdhg_plus_last/fdhg_plus_last_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,fdhg_plus_last,44,tabpfn,val,,,30,,1,True,True,False,False,False,0.8127208480565371,0.8005079365079365,0.9309441099905169,0.4270089389670948,,,results/phase2_temporal/rel-f1_driver-dnf/fdhg_plus_last/fdhg_plus_last_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,history_only,41,tabpfn,val,,,24,,,False,False,False,False,False,0.7756183745583038,0.6442721088435375,0.8677686165472844,0.516512933176094,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/history_only/history_only_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,last_only,41,tabpfn,val,,,8,,,False,False,False,False,False,0.7826855123674912,0.806485260770975,0.9349886065329598,0.43183625231135986,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/last_only/last_only_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,last_only,42,tabpfn,val,,,8,,,False,False,False,False,False,0.7826855123674912,0.8043628117913832,0.9329146356888953,0.42988877920723056,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/last_only/last_only_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,last_only,43,tabpfn,val,,,8,,,False,False,False,False,False,0.7809187279151943,0.8057777777777777,0.9341248187307409,0.42933212066974313,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/last_only/last_only_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,last_only,44,tabpfn,val,,,8,,,False,False,False,False,False,0.7826855123674912,0.8063038548752833,0.934345920251971,0.4315306640739193,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/last_only/last_only_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,naive,41,tabpfn,val,,,10,,,False,False,False,False,False,0.7862190812720848,0.7486258503401361,0.8876574428811134,0.46370439720064033,,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,naive,42,tabpfn,val,,,10,,,False,False,False,False,False,0.784452296819788,0.7550839002267574,0.8951854263293334,0.4618153477909042,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,naive,42,tabpfn,val,,,10,,,False,False,False,False,False,0.784452296819788,0.7550839002267574,0.8951854263293334,0.4618153477909042,,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,naive,43,tabpfn,val,,,10,,,False,False,False,False,False,0.7862190812720848,0.7530158730158729,0.8954888008706741,0.4637476914113344,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,naive,43,tabpfn,val,,,10,,,False,False,False,False,False,0.7862190812720848,0.7530158730158729,0.8954888008706741,0.46374769141133443,,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,naive,44,tabpfn,val,,,10,,,False,False,False,False,False,0.7826855123674912,0.7533242630385487,0.8882525656035511,0.4627591275333212,,,results/phase2_main_missing_general/phase2_main_runs.csv,ok,
rel-f1,driver-dnf,naive,44,tabpfn,val,,,10,,,False,False,False,False,False,0.7826855123674912,0.7533242630385487,0.8882525656035511,0.46275912753332127,,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,no_statusId,41,tabpfn,val,,,56,,,False,False,False,False,False,0.7879858657243817,0.8015328798185941,0.9312338059547968,0.43193998297660585,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/no_statusId/no_statusId_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,no_statusId,42,tabpfn,val,,,56,,,False,False,False,False,False,0.7985865724381626,0.7982312925170068,0.9308443726285904,0.43441185419633505,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/no_statusId/no_statusId_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,no_statusId,43,tabpfn,val,,,56,,,False,False,False,False,False,0.7879858657243817,0.8012244897959184,0.9322433300857034,0.42976200237603257,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/no_statusId/no_statusId_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,no_statusId,44,tabpfn,val,,,56,,,False,False,False,False,False,0.7968197879858657,0.8005532879818593,0.9311020349852989,0.4357922665172119,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/no_statusId/no_statusId_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,recency_only,41,tabpfn,val,,,24,,,False,False,False,False,False,0.7791519434628975,0.538421768707483,0.8095688764307846,0.5880986057024195,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/recency_only/recency_only_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,results_only,41,tabpfn,val,,,40,,,False,False,False,False,False,0.7897526501766784,0.7682448979591836,0.9189135608264476,0.45114743299419496,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/results_only/results_only_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,standings_only,41,tabpfn,val,,,24,,,False,False,False,False,False,0.7826855123674912,0.7925170068027212,0.9250067523088886,0.44056875428617603,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/standings_only/standings_only_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5707120181405896,0.7962695726791515,0.592068359399311,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,target_only,42,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5739501133786847,0.796106565733334,0.5839621576274581,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,target_only,43,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5668390022675737,0.7916391529469716,0.5869783003075735,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,target_only,44,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5484444444444445,0.7894233773226178,0.5871508050340369,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,target_temporal_smoke,41,tabpfn,val,,,64,,,False,False,False,False,False,0.7950530035335689,0.8049433106575964,0.9345082918659648,0.43051602659328436,,,results/phase2_temporal/rel-f1_driver-dnf/target_temporal_smoke_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,temporal_full,41,tabpfn,val,,,64,,,False,False,False,False,False,0.7950530035335689,0.8049433106575964,0.9345082918659648,0.43051602659328436,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/temporal_full/temporal_full_tabpfn_seed41.json,ok,
rel-f1,driver-dnf,temporal_full,42,tabpfn,val,,,64,,,False,False,False,False,False,0.7985865724381626,0.801514739229025,0.9327851906878193,0.43049135301677843,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/temporal_full/temporal_full_tabpfn_seed42.json,ok,
rel-f1,driver-dnf,temporal_full,43,tabpfn,val,,,64,,,False,False,False,False,False,0.7985865724381626,0.8024399092970522,0.933124868122533,0.429273771327717,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/temporal_full/temporal_full_tabpfn_seed43.json,ok,
rel-f1,driver-dnf,temporal_full,44,tabpfn,val,,,64,,,False,False,False,False,False,0.7985865724381626,0.7997732426303854,0.9309241913647457,0.43426227142115437,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/temporal_full/temporal_full_tabpfn_seed44.json,ok,
rel-f1,driver-dnf,trend_only,41,tabpfn,val,,,8,,,False,False,False,False,False,0.7826855123674912,0.7873287981859411,0.9236700773513457,0.44712722457785165,,,results/phase2_temporal/rel-f1_driver-dnf/ablations/trend_only/trend_only_tabpfn_seed41.json,ok,
rel-f1,driver-position,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,,,,,,,results/week1/target_only_rel-f1_driver-position_tabpfn_seed41.json,failed,
rel-f1,driver-top3,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,0.79421768707483,0.4832559889627493,0.2688906849108229,0.6827538359361761,,,results/week1/target_only_rel-f1_driver-top3_tabpfn_seed41.json,ok,
rel-hm,item-sales,target_only,41,tabpfn,val,,,24,,,False,False,False,False,False,,,,,,,results/week1/target_only_rel-hm_item-sales_tabpfn_seed41.json,failed,
rel-hm,user-churn,target_only,41,tabpfn,val,,,6,,,False,False,False,False,False,0.8045,0.5633417525142302,0.833876235509779,0.49605831599205796,,,results/week1/target_only_rel-hm_user-churn_tabpfn_seed41.json,ok,
rel-stack,post-votes,target_only,41,tabpfn,val,,,10,,,False,False,False,False,False,,,,,,,results/week1/target_only_rel-stack_post-votes_tabpfn_seed41.json,failed,
rel-stack,user-badge,dfs,41,,val,10000,247398,15,,2,False,False,True,False,False,0.9709698542429608,0.8680709804227033,0.2923983393001161,0.09866982625926513,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed41.json,ok,
rel-stack,user-badge,dfs,41,tabpfn,val,,,24,,1,False,True,False,False,False,0.968,0.8438064953512397,0.29001944838954496,0.10801241192341496,,,results/phase2_relbench/rel-stack_user-badge_fdhg_shuffled_all_ambiguity_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,dfs,41,tabpfn,val,,,24,,1,False,True,False,False,False,0.9665,0.8844831482438017,0.28178743773984943,0.10537891768962168,,,results/phase2_relbench/rel-stack_user-badge_fdhg_shuffled_ambiguity_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,dfs,41,tabpfn,val,,,20,,1,False,True,False,False,False,0.9665,0.8816583806818181,0.2788985705092061,0.10543399278832757,,,results/phase2_relbench/rel-stack_user-badge_no_amb_missing_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,dfs,41,tabpfn,val,,,16,,1,False,False,False,False,False,0.9675,0.8428944989669422,0.2885356014574716,0.10820204830166648,,,results/phase2_relbench_new_datasets/rel-stack_user-badge_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,dfs,41,tabpfn,val,,,24,,1,False,True,False,False,False,0.9665,0.8799312370867769,0.2825739350039388,0.10563154704884517,,,results/phase2_relbench_new_datasets/rel-stack_user-badge_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,dfs,42,,val,10000,247398,15,,2,False,False,True,False,False,0.9715357440237997,0.8649947394880146,0.2918230392726402,0.09855957655630418,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed42.json,ok,
rel-stack,user-badge,dfs,42,tabpfn,val,,,16,,1,False,False,False,False,False,0.9675,0.837739581836167,0.2077484080629156,0.1133286531122054,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
