dataset,task,variant,seed,model,split,n_train,n_val,n_features,feature_budget,dmax,uses_afd,uses_ambiguity,uses_dmax2,uses_supervised_ranker,is_fdhg_fallback,accuracy,roc_auc,average_precision,log_loss,runtime_sec,feature_path,result_path,status,failure_reason,result_path_str,is_aggregate_csv_row
rel-stack,user-badge,target_only,41.0,tabpfn,val,,,7,,,False,False,False,False,False,0.9745,0.6523405668065071,0.0504723471660188,0.1851498936349377,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed41.json,ok,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed41.json,False
rel-stack,user-badge,target_only,42.0,tabpfn,val,,,7,,,False,False,False,False,False,0.9745,0.6348253000533205,0.0524456582060934,0.2528755252942284,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed42.json,ok,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed42.json,False
rel-stack,user-badge,target_only,43.0,tabpfn,val,,,7,,,False,False,False,False,False,0.9695,0.592362126835702,0.0618614954777696,0.2944768077331042,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed43.json,ok,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed43.json,False
rel-stack,user-badge,target_only,44.0,tabpfn,val,,,7,,,False,False,False,False,False,0.976,0.5886697404371585,0.0303309609078902,0.2803057829163847,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed44.json,ok,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed44.json,False
rel-stack,user-badge,naive,41.0,tabpfn,val,,,11,,,False,False,False,False,False,0.9685,0.8070280216942148,0.219094994354851,0.1212583069391218,,,results/phase2_relbench_new_datasets/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,,results/phase2_relbench_new_datasets/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,False
rel-stack,user-badge,naive,42.0,tabpfn,val,,,11,,,False,False,False,False,False,0.969,0.8108455431648898,0.1454772897426266,0.1191129143515235,,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,False
rel-stack,user-badge,naive,43.0,tabpfn,val,,,11,,,False,False,False,False,False,0.967,0.8674281595688007,0.2882537959480696,0.1142907921262161,,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,False
rel-stack,user-badge,naive,44.0,tabpfn,val,,,11,,,False,False,False,False,False,0.9715,0.8262679343753103,0.1865744658598182,0.1061956664549075,,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,False
rel-stack,user-badge,dfs,41.0,,val,10000.0,247398.0,15,,2.0,False,False,True,False,False,0.9709698542429608,0.8680709804227033,0.2923983393001161,0.0986698262592651,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed41.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed41.json,False
rel-stack,user-badge,dfs,42.0,,val,10000.0,247398.0,15,,2.0,False,False,True,False,False,0.9715357440237996,0.8649947394880146,0.2918230392726402,0.0985595765563041,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed42.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed42.json,False
rel-stack,user-badge,dfs,43.0,,val,10000.0,247398.0,15,,2.0,False,False,True,False,False,0.9715397860936628,0.8673571361675554,0.2893683263536507,0.0988169014792259,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed43.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed43.json,False
rel-stack,user-badge,dfs,44.0,,val,10000.0,247398.0,15,,2.0,False,False,True,False,False,0.9716974268183252,0.864939314860997,0.2998623169268062,0.0985281164979778,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed44.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_dfs_alone_seed44.json,False
rel-stack,user-badge,fdhg_dmax1,41.0,,val,10000.0,247398.0,23,,2.0,True,True,True,False,False,0.971422566067632,0.8824660156229364,0.3096025347174123,0.09623096430824,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed41.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed41.json,False
rel-stack,user-badge,fdhg_dmax1,42.0,,val,10000.0,247398.0,23,,2.0,True,True,True,False,False,0.9719439930799764,0.879981368896094,0.309430241081467,0.0961915484655507,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed42.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed42.json,False
rel-stack,user-badge,fdhg_dmax1,43.0,,val,10000.0,247398.0,23,,2.0,True,True,True,False,False,0.9719076144512082,0.8818893365734755,0.3087377240027082,0.0962808524840338,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed43.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed43.json,False
rel-stack,user-badge,fdhg_dmax1,44.0,,val,10000.0,247398.0,23,,2.0,True,True,True,False,False,0.9719439930799764,0.8808392484971991,0.3124692941159737,0.0959857283464114,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed44.json,ok,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed44.json,False
rel-amazon,item-churn,target_only,41.0,tabpfn,val,,,15,,,False,False,False,False,False,0.5505,0.5899417978541602,0.494174602639038,0.6798111286290894,,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed41.json,ok,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed41.json,False
rel-amazon,item-churn,target_only,42.0,tabpfn,val,,,15,,,False,False,False,False,False,0.548,0.5501318660625694,0.4342248580802151,0.6763894903514169,,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed42.json,ok,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed42.json,False
rel-amazon,item-churn,target_only,43.0,tabpfn,val,,,15,,,False,False,False,False,False,0.577,0.6002147049737411,0.4823530014748909,0.6674289133057085,,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed43.json,ok,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed43.json,False
rel-amazon,item-churn,target_only,44.0,tabpfn,val,,,15,,,False,False,False,False,False,0.5685,0.5814136087413814,0.4591506020192185,0.6766965983100107,,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed44.json,ok,,results/week1/target_only_rel-amazon_item-churn_tabpfn_seed44.json,False
rel-amazon,item-churn,naive,41.0,tabpfn,val,,,19,,1.0,False,True,False,False,False,0.6255,0.6852457552210858,0.5700563818007865,0.6431594454839928,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed41_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed41.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed41_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed41.json,False
rel-amazon,item-churn,naive,42.0,tabpfn,val,,,19,,1.0,False,True,False,False,False,0.631,0.6846872780407827,0.5645325411982625,0.6354347408035148,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed42_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed42.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed42_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed42.json,False
rel-amazon,item-churn,naive,43.0,tabpfn,val,,,19,,1.0,False,True,False,False,False,0.6025,0.6510261090405827,0.5674182305531265,0.6464457936354159,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed43_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed43.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed43_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed43.json,False
rel-amazon,item-churn,naive,44.0,tabpfn,val,,,19,,1.0,False,True,False,False,False,0.627,0.6818104330037505,0.5542302092851948,0.6334149361514593,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed44_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed44.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed44_naive/dfs_agg_rel-amazon_item-churn_tabpfn_seed44.json,False
rel-amazon,item-churn,dfs,41.0,tabpfn,val,,,24,,1.0,False,False,False,False,False,0.6785,0.7580196267448532,0.6366809150046987,0.5997747833017442,,,results/dfs_agg/dfs_agg_rel-amazon_item-churn_tabpfn_seed41.json,ok,,results/dfs_agg/dfs_agg_rel-amazon_item-churn_tabpfn_seed41.json,False
rel-amazon,item-churn,dfs,42.0,tabpfn,val,,,24,,1.0,True,True,False,False,False,0.679,0.7692990443172705,0.6290269424156062,0.5776361538959173,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed42_dfs/dfs_agg_rel-amazon_item-churn_tabpfn_seed42.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed42_dfs/dfs_agg_rel-amazon_item-churn_tabpfn_seed42.json,False
rel-amazon,item-churn,dfs,43.0,tabpfn,val,,,24,,1.0,True,True,False,False,False,0.6455,0.7295331068830887,0.6110713669827608,0.6471730548705474,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed43_dfs/dfs_agg_rel-amazon_item-churn_tabpfn_seed43.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed43_dfs/dfs_agg_rel-amazon_item-churn_tabpfn_seed43.json,False
rel-amazon,item-churn,dfs,44.0,tabpfn,val,,,24,,1.0,True,True,False,False,False,0.682,0.7722170646445311,0.6498633602622272,0.5895964835456423,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed44_dfs/dfs_agg_rel-amazon_item-churn_tabpfn_seed44.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed44_dfs/dfs_agg_rel-amazon_item-churn_tabpfn_seed44.json,False
rel-amazon,item-churn,fdhg_dmax1,41.0,tabpfn,val,,,32,,1.0,True,True,False,False,False,0.6855,0.7589127781216923,0.634493270855889,0.5985493308525666,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed41_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed41.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed41_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed41.json,False
rel-amazon,item-churn,fdhg_dmax1,42.0,tabpfn,val,,,32,,1.0,True,True,False,False,False,0.681,0.7704463225040702,0.6309679919254978,0.5782079207684173,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed42_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed42.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed42_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed42.json,False
rel-amazon,item-churn,fdhg_dmax1,43.0,tabpfn,val,,,32,,1.0,True,True,False,False,False,0.6535,0.7305129984682507,0.6135945881612581,0.6453972409555463,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed43_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed43.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed43_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed43.json,False
rel-amazon,item-churn,fdhg_dmax1,44.0,tabpfn,val,,,32,,1.0,True,True,False,False,False,0.682,0.7734545409733034,0.651964323695335,0.5893957089966653,,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed44_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed44.json,ok,,results/phase2_relbench/rel-amazon_item-churn_fdhg_full_seed44_fdhg/dfs_agg_rel-amazon_item-churn_tabpfn_seed44.json,False
rel-amazon,user-churn,target_only,41.0,tabpfn,val,,,1,,,False,False,False,False,False,0.6335,0.4845640893668752,0.6269651592385237,0.6572814257517727,,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed41.json,ok,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed41.json,False
rel-amazon,user-churn,target_only,42.0,tabpfn,val,,,1,,,False,False,False,False,False,0.641,0.5116651601997227,0.6485376991636266,0.652906811394896,,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed42.json,ok,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed42.json,False
rel-amazon,user-churn,target_only,43.0,tabpfn,val,,,1,,,False,False,False,False,False,0.642,0.5026578734401921,0.6444158476773287,0.6521792343797315,,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed43.json,ok,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed43.json,False
rel-amazon,user-churn,target_only,44.0,tabpfn,val,,,1,,,False,False,False,False,False,0.6575,0.5027703921623047,0.6655570955208601,0.6442273570951454,,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed44.json,ok,,results/week1/target_only_rel-amazon_user-churn_tabpfn_seed44.json,False
rel-amazon,user-churn,naive,41.0,tabpfn,val,,,5,,,False,False,False,False,False,0.676,0.6182344816621786,0.7318426403587432,0.6249899047171312,,,results/phase2_relbench/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed41.json,ok,,results/phase2_relbench/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed41.json,False
rel-amazon,user-churn,naive,42.0,tabpfn,val,,,5,,,False,False,False,False,False,0.653,0.607932233999755,0.7189028456258015,0.6327271444604966,,,results/phase2_main_missing_general/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed42.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed42.json,False
rel-amazon,user-churn,naive,43.0,tabpfn,val,,,5,,,False,False,False,False,False,0.6415,0.6001627604166666,0.7049372889970885,0.6395709761120304,,,results/phase2_main_missing_general/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed43.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed43.json,False
rel-amazon,user-churn,naive,44.0,tabpfn,val,,,5,,,False,False,False,False,False,0.6495,0.62934059503298,0.7399425079018194,0.6305100950723971,,,results/phase2_main_missing_general/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed44.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_naive/dfs_agg_rel-amazon_user-churn_tabpfn_seed44.json,False
rel-amazon,user-churn,dfs,41.0,tabpfn,val,,,10,,1.0,False,False,False,False,False,0.6945,0.653260664354773,0.7429476562904577,0.6100920670923665,,,results/phase2_relbench/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed41.json,ok,,results/phase2_relbench/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed41.json,False
rel-amazon,user-churn,dfs,42.0,tabpfn,val,,,10,,1.0,False,False,False,False,False,0.6705,0.6240685837225166,0.7098314682525458,0.6205777297261622,,,results/phase2_main_missing_general/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed42.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed42.json,False
rel-amazon,user-churn,dfs,43.0,tabpfn,val,,,10,,1.0,False,False,False,False,False,0.6815,0.6215435112847221,0.7132375620873699,0.6234072219365637,,,results/phase2_main_missing_general/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed43.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed43.json,False
rel-amazon,user-churn,dfs,44.0,tabpfn,val,,,10,,1.0,False,False,False,False,False,0.683,0.6687349892967159,0.7523550084589775,0.6067352598308279,,,results/phase2_main_missing_general/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed44.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_dfs/dfs_agg_rel-amazon_user-churn_tabpfn_seed44.json,False
rel-amazon,user-churn,fdhg_dmax1,41.0,tabpfn,val,,,10,,1.0,False,True,False,False,False,0.6945,0.653260664354773,0.7429476562904577,0.6100920670923665,,,results/phase2_relbench/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed41.json,ok,,results/phase2_relbench/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed41.json,False
rel-amazon,user-churn,fdhg_dmax1,42.0,tabpfn,val,,,10,,1.0,False,True,False,False,False,0.6705,0.6240685837225166,0.7098314682525458,0.6205777297261622,,,results/phase2_main_missing_general/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed42.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed42.json,False
rel-amazon,user-churn,fdhg_dmax1,43.0,tabpfn,val,,,10,,1.0,False,True,False,False,False,0.6815,0.6215435112847221,0.7132375620873699,0.6234072219365637,,,results/phase2_main_missing_general/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed43.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed43.json,False
rel-amazon,user-churn,fdhg_dmax1,44.0,tabpfn,val,,,10,,1.0,False,True,False,False,False,0.683,0.6687349892967159,0.7523550084589775,0.6067352598308279,,,results/phase2_main_missing_general/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed44.json,ok,,results/phase2_main_missing_general/rel-amazon_user-churn_fdhg/dfs_agg_rel-amazon_user-churn_tabpfn_seed44.json,False
rel-f1,driver-dnf,target_only,41.0,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5707120181405896,0.7962695726791515,0.592068359399311,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed41.json,ok,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed41.json,False
rel-f1,driver-dnf,target_only,42.0,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5739501133786847,0.796106565733334,0.5839621576274581,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed42.json,ok,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed42.json,False
rel-f1,driver-dnf,target_only,43.0,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5668390022675737,0.7916391529469716,0.5869783003075735,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed43.json,ok,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed43.json,False
rel-f1,driver-dnf,target_only,44.0,tabpfn,val,,,6,,,False,False,False,False,False,0.7756183745583038,0.5484444444444445,0.7894233773226178,0.5871508050340369,,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed44.json,ok,,results/week1/target_only_rel-f1_driver-dnf_tabpfn_seed44.json,False
rel-f1,driver-dnf,naive,41.0,tabpfn,val,,,10,,,False,False,False,False,False,0.7862190812720848,0.7486258503401361,0.8876574428811134,0.4637043972006403,,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,ok,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,False
rel-f1,driver-dnf,naive,42.0,tabpfn,val,,,10,,,False,False,False,False,False,0.784452296819788,0.7550839002267574,0.8951854263293334,0.4618153477909042,,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,False
rel-f1,driver-dnf,naive,43.0,tabpfn,val,,,10,,,False,False,False,False,False,0.7862190812720848,0.7530158730158729,0.8954888008706741,0.4637476914113344,,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,False
rel-f1,driver-dnf,naive,44.0,tabpfn,val,,,10,,,False,False,False,False,False,0.7826855123674912,0.7533242630385487,0.8882525656035511,0.4627591275333212,,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_naive/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,False
rel-f1,driver-dnf,dfs,41.0,tabpfn,val,,,15,,1.0,False,False,False,False,False,0.666077738515901,0.6164353741496599,0.8489365514355056,0.5557652886759333,,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,ok,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,False
rel-f1,driver-dnf,dfs,42.0,tabpfn,val,,,15,,1.0,False,False,False,False,False,0.6996466431095406,0.6330340136054422,0.855340721425342,0.5598069404913275,,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,False
rel-f1,driver-dnf,dfs,43.0,tabpfn,val,,,15,,1.0,False,False,False,False,False,0.6537102473498233,0.583891156462585,0.8433473513268916,0.5924305084757328,,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,False
rel-f1,driver-dnf,dfs,44.0,tabpfn,val,,,15,,1.0,False,False,False,False,False,0.6431095406360424,0.6101043083900227,0.84353411042668,0.5810019528853614,,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_dfs/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,False
rel-f1,driver-dnf,fdhg_dmax1,41.0,tabpfn,val,,,23,,1.0,False,True,False,False,False,0.6908127208480566,0.626938775510204,0.8519200201087274,0.555026548964891,,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,ok,,results/phase2_relbench_new_datasets/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed41.json,False
rel-f1,driver-dnf,fdhg_dmax1,42.0,tabpfn,val,,,23,,1.0,False,True,False,False,False,0.7014134275618374,0.6368616780045352,0.8569969462474671,0.5610040331455656,,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed42.json,False
rel-f1,driver-dnf,fdhg_dmax1,43.0,tabpfn,val,,,23,,1.0,False,True,False,False,False,0.666077738515901,0.5983492063492064,0.8487575610530114,0.5892269638969266,,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed43.json,False
rel-f1,driver-dnf,fdhg_dmax1,44.0,tabpfn,val,,,23,,1.0,False,True,False,False,False,0.7084805653710248,0.6334331065759637,0.850097581927789,0.5635997105729592,,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,ok,,results/phase2_main_missing_general/rel-f1_driver-dnf_fdhg/dfs_agg_rel-f1_driver-dnf_tabpfn_seed44.json,False
